,문장,hate,probability,pred
196,그게 뭐 어때서? 현아같이 성격좋은 여자는 건들지마라. 성질드러운 계집년들과는 차원이 다른 여신이다,1,0.99045146,1.0
197,그게 중요한게 아닌데 왜 엉뚱한데 열 올리냐 ㅋㅋ니네 회사 대표부터 약쟁이들이 문제지 개가 니네 회사 연습생이든 말든 관심없어,1,0.9777704,1.0
198,그나저나 장동건 고소영 딸은 크면 여자연예인들도 오징어 만든다.,1,0.76094425,1.0
199,그냥 ㅂㅅ,1,0.16319957,0.0
200,그냥 무작정 까고보네 미성년자도 결혼할수있는거고 나이처먹고도 애지우려드는 너희들보다 훨 떳떳하구만 지금도 비방댓글 달면서 부모님 등골뽑아먹는것들이 부들대는거봐라 인생이 늘 불만이네,1,0.95470595,1.0
201,그냥 밉상 .손태영 권상우 처렁 .손태영이 밉상한체아 밉상 ..그냥 일상인데 왜 올리는지.봉사하는거나 좀올리지..기부나..살기도 힘든데 밉상들이 더짜증나게 함,1,0.8751737,1.0
202,그냥 번개탄 사서 조용히 마무리해라,1,0.6390578,1.0
203,그냥 쓰레기... 너한테 여자는 그냥 성노리개지?,1,0.9790758,1.0
204,그냥 어디 섬하나 사서 공산주의 만들고 틀니쉰내 품기면서 살어,1,0.9820771,1.0
205,그냥 여자밝히는 음탕한 할애비 그이상 그이하도 아님ㅋ,1,0.8253562,1.0
206,그냥 한국여자 거르셈 ㅋㅋㅋ 난 이미 다 손절함,1,0.79932064,1.0
207,그냥 했다고해도 15년부터한 황하나한테물든거지 박유천좀 그만잡아라 본질은 승리와 마약과 정경유착과 썩은 정부아니였나,1,0.82151484,1.0
208,그냥 헬쥐팀 처럼 생겼네 이년도 곳 저넘한테 차이고 19년 3월 30일날 혼나 와서 맥주 차마시며 헬쥐 팬들과 유광점퍼 입고 있을ㅋㅋㅋㅋㅋ,1,0.38544822,0.0
209,그냥싫어.생긴거부터가 무서울정도라서,1,0.6880039,1.0
210,"그니까 여관에 왜가? 모텔갔던 내 썸녀, 전 애인들 나 고발하겠네?",1,0.83319217,1.0
211,그니께....그러게 혼외 자식은 왜 만들어가지고는.. 거시기는 내둘러도 씨는 뿌리지 말아야할것을.. 다 니 업보여...죽을때 까지 고생좀 하겄네,1,0.6699419,1.0
212,그래 민폐 였지 키는 난쟁이 똥자루만한게 안 어울리게 사이에 껴서,1,0.9916208,1.0
213,그래 학원선생 해라 그럼 후배들은 좋지 연재 선생 엉뎅이도 보고 일석이조 이다 엉뎅이 많이 보여줘라 그럼 후배애들 흥분해서 더 엉뎅이보고 더 잘한다,1,0.7087341,1.0
214,그래도 구하라 눕힌 너가 승자다.,1,0.18652073,0.0
215,그래봣자 밤일을 잘해야지.. 살만뺀다고..,1,0.8115243,1.0
216,그래서 ㅅsex는 언제해요?,1,0.13420787,0.0
217,그래서 그렇게 사람들 괴롭히구 그랫구나~~~~~ 유명하던데 지랄스러움이. 아파서 그랫구나.,1,0.964189,1.0
218,그래서 승리는청와대랑 연결고리가?통 수사가 진행안되네북한대한민국아,1,0.14483596,0.0
219,그래서 이 와중에도 박한별을 욕한다는게ㅋㅋㅋㅋㅋㅋ역시 대단한 나라야,1,0.7142222,1.0
220,그러게 애 데리고 티비 좀 나오지 마요 애기 어릴 때 뭔 프로에 나와서 애기 침대에 툭 던지니까 리포터가 깜짝 놀라서 애기를 그렇게 던지냐고해도 해 맑게 웃더니만,1,0.45060423,0.0
221,"그러게 잘보고 결혼해야지, ㅉㅉㅉ",1,0.46921313,0.0
222,그러고보니 지들 일상은 이렇게 자발적으로 묻지도 않았는데 일일이 보고하면서 결식은 무슨 유난이라고 그리 비공개로 했대냐,1,0.8475331,1.0
223,그러니까 살찐거 컴플이라고 개솔찍찍 하지마 살찐여자들아 키작은거랑 머리빠지는거 노력1도 못하는 그런게 진짜 컴플이지,1,0.81119406,1.0
224,그러니까 표정 관리 좀 하세요.,1,0.12021659,0.0
225,그러지마셔요 범죄자(살인미수) 음주운전은 살인미수예요.반성따위 없어요 이런 글 보면서 언젠간 악플때문이라면서 마시고 실수했다고 하겠죠?? 쯧쯧 누굴만나나요 .그러지마셔요 다른 노처녀들에게 양보하세요 .,1,0.9219623,1.0
226,그런이야기 할수도 있다고 본다 실제로 한것도 아니고....참 별거 같고 x랄들이넹,1,0.8874328,1.0
227,그럴줄알았다군대에서 다친거냐가기전에 다친거냐어차피 훈련소만 갈꺼였네계산된거지뭐누가보면 국대 금메달리스트인줄,1,0.20346297,0.0
228,그럼 남편이 포주 인건가ㄷㄷㄷ,1,0.1979957,0.0
229,그럼 최종범은 사형이지?음주운전 협박 폭력 가택침입 리벤지포르노 전부다 해당인데 사형 아니면 남자라고 봐주는 거지,1,0.7190629,1.0
230,그렇게 방송물먹고 카메라마사지받는데도 얼굴이....ㅜㅜ 몸매는 인정ㅋ,1,0.8052917,1.0
231,그렇게 일본 불매하자던 사람들이ㅋㅋㅋ 역시 개돼지들ㅋㅋ,1,0.9879804,1.0
232,그리고..소유진.존나 관종인듯.꼴보기 싫으니..그만 나대고.존나 안궁금해..제발 그만나대..,1,0.85182184,1.0
233,그만 나대~~~ ㅈ-랄도ㅈ풍년이다,1,0.98492056,1.0
234,그만 좀 나데라 악플러 새끼들아 지치지도 않냐? 질려.,1,0.99134606,1.0
235,그만 좀 해라.지겹다 이제,1,0.98929125,1.0
236,그만 좀해라! 지겹따! 아예 남자들다 없애고 구멍들끼리만 사는게 좋을듯.......,1,0.9911112,1.0
237,그만들좀 해라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개나소나 미투 ㅇㅈㄹ하넼ㅋㅋㅋ하여간 계집련들은 남자등쳐먹는거말곤 할줄아는거 없지,1,0.9016936,1.0
238,그만좀해라사람죽겄다기자들도기사 그만내라사람하나 죽어나가야 멈출건가벌받고 나올거다알권리도 이미 충족됐다더이상 알고싶지도않다,1,0.8726583,1.0
239,그만큼 살아있으면서 가족 애간장 끓였으면 죽을땐 잘가야죠?,1,0.69726354,1.0
240,그알 한남들 진짜 일하는 꼬라지 짜증나지만 러브가 참는다ㅠ 김상중 너도 한남소리 듣기 싫으면 똑바로해,1,0.9916997,1.0
241,그애미에 그딸에 그남편,1,0.76869404,1.0
242,그입 닥쳐라 ..지금까지 골목시장에 늘어놓은 짜장면집 빽다방등...철수나 하셔....돈 많으넘이 돈 욕심낸다고,1,0.41174445,0.0
243,근대 이와중에 박나래 못생긴건알았지만 진짜 너무 ㅈㄱㅇ 생겼다 재는 티비에 안나오길 눈썩는다는걸 진심 느낌ㅜ 진심으로여 이건 악플아니예여 내주변 남자들 다박나래 이국주 나옴. 채널돌림,1,0.9825233,1.0
244,근대 저분들 조폭인가요?? 딱봐도 최소 조폭경험 있을거 같이 생겻던데...학창시절 괴롭힘 당한사람들 있을거같던데,1,0.1281068,0.0
245,근데 델루나 특집을 왜 kbs에서 하는거임??kbs는 존심도 없나?? 스카이캐슬 때도 그렇고 얘넨 타 방송국 프로에 왜 자꾸 빨대 꽂는데????,1,0.74610513,1.0
246,근데 백종원 씨 스타일이 너무 아재스타일이긴함요즘은 맛보다 허세인경우가 많음 사장인격 문제된마카롱집도 여전히 장사 잘됨 이뿌기만 해도 어느정도먹히는 세상임..,1,0.5265173,1.0
247,근데 변기유천 빠들은 왜 관련도 없는 이세영 기사에서 쿵쾅 대는거임? ㅋㅋ SM한테 버림 받은 늙은 퇴물 ㅋㅋ,1,0.91445243,1.0
248,근데 불친절한알바들보면 때리고싶긴하던데,1,0.61961734,1.0
249,"근데 브라 해본적도없는 한남들이 왜 더 거품물고 난리임 ㅋㅋ 관심없다면서 기사마다 댓글비율 20,30,40대 한국남성임 ㅋㅋㅋㅋㅋㅋ 브라 해본적도 없는 수컷들 주제에",1,0.99167496,1.0
250,근데 솔직히 김정훈 천재유전자 받고 싶어하는 여자들 많을텐데..,1,0.78659946,1.0
251,근데 왜 남자만 왜 마스크 쓰고다녀야되나여? 여자는 안쓰고다니는데 너무한거아니야?나도 내일부터 화장하고 다닐래,1,0.48597145,0.0
252,근데 왜 이제 와서 이사단 난거냐. 문재앙시키 또 뭔가 숨기는거 아니야,1,0.36061344,0.0
253,근데 왜 팩트가 지금 조사중이고 아직 확정아니고 확정해봐야 성폭행했으면 셰프가 벌받아야하는건데 이건 저 여자도 문제있는거 아님??? 왜 아이돌아버지라는거 거론해서 피해주냐저 여자가 구라일 가능성도 높은건 지난 9월이야,1,0.43577555,0.0
254,"근데 주진모,장동건,현빈,송승헌 정도의 얼굴과 재력이면..여자들이 먼저 알아서 팬티 내릴걸..",1,0.7578548,1.0
255,근데 진짜 자살할생각이고 자살한 사람보면 자살을 암시하는 어떤 행동도 안하고 진짜 가던데...꼭 힘들다고 자살에 실패하는 사람들이 대부분 저렇게 티내고 시도하고 안죽던데...,1,0.20458479,0.0
256,근데 청룡이 조선일보 후원이였어 내년부터 보지 말아야겠네,1,0.7170372,1.0
257,근데 학폭 미투 창피하지도 않나? 나 학교다닐때 찐따였소 동네방네 소문내고 다니는거 아님? 찐따가 한을 품으면 오뉴월에도 서리가 내린다더니 효린은 재수없게 발목 잡힌거같아 안타깝군.,1,0.7676498,1.0
258,근디 가스나도 꽃뱀이네ᆢ3억ㅋㅋ장난하나ᆢ,1,0.61205757,1.0
259,급식용 영화 까페에서 성인 남자둘 하는 얘기 엿들었는데 영상이나 볼거리는 화려한데 딱히 스토리는 없고 중간에는 지루하고 토르가 젤 쎗다면서 결론은 비추 라고 하든데,1,0.72385776,1.0
260,기레기 닭이라 멍청해서 미투운동 본질도 모름.연예인 사생활이나 캐 기레기 찐따야ㅋㅋ,1,0.99141484,1.0
261,기레기. 길다가 돌맞는데 누가 가만히 있냐??? 쓰레기 어그로꾼 유트브정지당해야지 사회악이다,1,0.85316056,1.0
262,기부천사 싸이처럼 기부나 하고 살아라 개돼지들아불우이웃하나 돕지못하는 벌레같은 인생들이 누굴 욕하는지,1,0.9838134,1.0
263,기사 사진만 봤을땐 그닥 몰겠다 무튼 일본은 짜져라,1,0.8269259,1.0
264,기사내려라 씹;; 잘못된 기사를 메인에까지 올린 저의도 무엇?,1,0.94943064,1.0
265,기사만봤는데도 코끝찡눈물핑이네. 내평생엔 저런 진심어린 말하는 선생은 단 한명도 없던데. 다 사립선생에 그 당시엔 돈봉투 얘기만 무성했었지.,1,0.7842842,1.0
266,기안 빠는 한남 = 한냄퇘지 쿵쾅이들,1,0.9916494,1.0
267,기안84 더 성공해서 페미들 미치게 해줘라. 그거 보는거 꿀잼임,1,0.9770572,1.0
268,"기안이 쿵쾅이 웹툰 그려서 욕 먹었는데, 쿵쾅이 아줌마들은 그것도 모르고 좋다고 빨아주네. 피아식별 좀 해라 쿵쾅이 3~40대 댓글 많이 다는 아줌씨들아 ㅋㅋ",1,0.98364097,1.0
269,기안좀 치워라 보기 역겹다 쟤때매 시청률 떨어지는거다,1,0.7382575,1.0
270,기자 제목 다는 꼬라지도 극혐 어휴 여자네,1,0.84811455,1.0
271,기자가 기레기 티내나요? 주홍글씨는 불륜녀한테 붙인 낙인인데 책 좀 읽으세요. 무식한 기자 양반아.,1,0.8358619,1.0
272,기자가 여자네요.. 화사가 저런 춤 추면 걸크러쉬라고 할거면서.. 그녀들의 이중성이란..,1,0.661546,1.0
273,기자님솔직히 저런 앞뒷모습 사진은 대한민국여성대부분의 사진들중 카톡에 있답니다,1,0.13083805,0.0
274,기자앙반아 명품이란말 올려놓구 착한 이진이 뭔잘못이 있다고욕을먹게하냐? 실수했다기레기야,1,0.57925874,1.0
275,기자야 너도 인간이니?,1,0.8821503,1.0
276,기집들도 같이 자놓고 쥐랄하네,1,0.9757715,1.0
277,긴또깡 장군님 애인이네 삼둥이 증조할아버지 애인 ㅋㅋㅋ,1,0.40159574,0.0
278,길가다가 섭외해서 떡을치는 일본이라면 상상도 못할 일.,1,0.7391839,1.0
279,김건모너도한패그나물에그밥?미우새 그만나와김흥국 김창환 다니절친너도그러부류로보여,1,0.77396476,1.0
280,김광석 사건으로 삽질한 전력이 있으니 방송불가지 법치주의 국가에서 법대로 판결해야지 방송이 여론 선동해서 떼법으로 판결하냐 방송사 피디가 법관이야?,1,0.6450587,1.0
281,김구라 범죄자 모습같어,1,0.18251039,0.0
282,김구라 제일 싫다 저놈은 절대 그만둘놈 아니지,1,0.87151724,1.0
283,김나영 발톱의 때만큼도 못사는것들이 불쌍하다고 응원한대 ㅋㅋㅋ 니들이 더 불쌍해 니들 시궁창 인생이나 좀 보살피렴 ㅋㅋ,1,0.9625357,1.0
284,김민경 지금도 입에 우걱우걱 음식 처 넣고있을 듯,1,0.12120649,0.0
285,김사랑 치료하는 의사는 부럽다..치료목적을 핑계로 골절된 다리도 매만질거 생각하니..쩝,1,0.6630194,1.0
286,김상교 성추행범아 술쳐먹고 그러면안돼,1,0.18994899,0.0
287,김성구 마누라 엄청 을궈 먹는다 마누라 안죽었음 어쨌냐,1,0.2975031,0.0
288,김성재는 무슨 듣보잡인가요? 꼰대들 또 추억팔이 하는중?,1,0.98491216,1.0
289,김성주 꼴보기 싫어서 안봄,1,0.99013865,1.0
290,김원희는 왜 애를 않놓노 불임인가,1,0.79836106,1.0
291,김재욱 너무 비호감이다 ㅠㅠ 다들 공감하실듯,1,0.14069228,0.0
292,김정은똥꾸녕핥는세끼들이 촛불들고 박근혜몰아낸뒤 실실 . . . . 문재앙좌빨세끼 김정은똥꾸녕향수맡고 실실 심상정좌빨세끼도 실실 ㅎㅎㅎ,1,0.99155164,1.0
293,김정훈 꽃뱀한테 물린느낌? 계획된 임신도 아니고 대체 뭘 책임지라는거지? 애를 빌미로 보증금 요구? 웃기는 짬뽕,1,0.7017265,1.0
294,김정훈이라 쓰고 쓰레기라고 읽는다,1,0.8221348,1.0
295,김제동 까는 넘들 찔리는게 있나벼 인생 똑바로 살면 찔리는일 읍다어린노무 시끼들,1,0.9864761,1.0
296,김제동 역겨워 저런인간이 7억 연봉 지나가는 개가웃을일..선동 꾼 시청룬 1프로로 부끄럽지도않냐? 7억이,1,0.9795375,1.0
297,김종국 아빠 인생최대 행복했던 순간은 근육빵빵 아들내미 군대안갔을때? ㅎㅎ,1,0.71103454,1.0
298,김종국 저 쪼잔한넘이랑 언년이 같이사냐? 방송이니까 좋게 포장하는거지 진짜 여자 피곤할거다 생긴건 모기 간신배같이 생겨가지고 허리아픈 등신일뿐 ㅋㅋㅋ,1,0.80894184,1.0
299,김종국 지금 아주 잘하고있어. 지금 계속 놀다가 45~7때 20살 어린 여자랑 결혼해야지 무슨 저런 30넘은 여자랑 결혼하겠냐? 딱 비즈니스지. 종국이형 20살 연하랑 결혼하면 (20대 여자들도 줄을 서겠지만) 인생 성-공,1,0.8251944,1.0
300,김종민같은 호구는 연애못해 ㅎㅎ 나쁜남자가 대세지 박력있게 주먹질도하고 돈도 빨아먹고 쌍욕해주면 여자들이 좋아하더라 ㅎㅎ주먹맛 못잊어서 술만취하면 전화오는 여자가 한둘이 아니다! 무조건 패라 두번 패라~!,1,0.9038263,1.0
301,김치-뇬들 난리났네요. 근데 꼴페미들도 연예인에 광분하나요?,1,0.99158937,1.0
302,김치남들 수준 심각하다 형아들 ~~ 정준영이 불쌍해? 안타까워? 그럼 애초에 성범죄짓을 안하면 됨 ^ ^,1,0.99144346,1.0
303,김치녀.한녀는 절대 가질수없는 몸무게지,1,0.99149185,1.0
304,김치녀들은 키 큰 남자만 보면 노릇노릇 좌궁 떨리노???,1,0.9915012,1.0
305,김치녀들의 워너비 아니냐 ㅋㅋㅋ 돈많은 남자랑 결혼하는거?ㅋㅋㅋ 그치만 니들 와꾸로는 안되는거알지??,1,0.9914909,1.0
306,김치년들 열폭!그러려니 하세요,1,0.99168056,1.0
307,김치년들이 문제야,1,0.99165136,1.0
308,김태리 넘 안이뻐....코도 낮고 좀 촌스럽게 생김...여주맞기엔 넘......왜이렇게 띄어주고 여기저기 나오지??,1,0.63611734,1.0
309,김태호도 감이 떨어진게 유재석은 패널들에 얹혀가는 자가발전안되는 십거품인데 또 유거품을 썼다는거. 거기다 유재석새기 지랑 맞는다 생각하는 양배추랑 또하는데 둘다 그냥 처망한거지. 양배추는 상승세에 잘못 줄서서 추락을 맛볼거구,1,0.68002427,1.0
310,김태희이년도 남자보는눈깔은없어! 이시언급이랑 결혼이라니!,1,0.60335845,1.0
311,김포맘들 우루루몰려가서깽판친거랑 같네 ㄷㄷㄷㄷㄷㄷㄷ,1,0.7696309,1.0
312,김현중 침대녀 j ?,1,0.25727573,0.0
313,김흥국 아직 살아있네 조문도가고 쪽팔려서 길거리 다니겠는가 암튼 다음생에는 바람끼 같은거 하지맙시다,1,0.78036004,1.0
314,김흥국 어휴 바보냐?: 신고도 못할 정도로 쥐어패야지ㅋㅋㅋㅋ 어중간하게 패면 요즘것들 다 신고하니까 때릴꺼면 개패듯이 ㅈㄴ 패라 그럼 아침밥상부터 달라진다,1,0.8748265,1.0
315,김흥국ㅡ 1959-2018,1,0.12403741,0.0
316,꺼져 죽어,1,0.99094933,1.0
317,꼬리자르기 지리네....연예인놈들 뽕맞은것보다 북한이랑 국개의원놈들 뉴스나 올려라...,1,0.987525,1.0
318,꼭 저렇게 티를내요. 야밤에 수영복입고 뭔짓이래~~ 전현무도 같이 찍어서 올리고 서로좋아요! 도 눌러주고 방송에서도 티팍팍내고다니면서 프로그램 변질시키고 다녀야제~ 밉상커플들아!,1,0.72156614,1.0
319,꼭 키작고 늙은 쌍폐남들이 주제파악 못하고 저런말 짓거리더라 ㅋㅋ,1,0.991679,1.0
320,꼭지 수술하는곳 어디 없나? 미용성형은 대한민국이 세계최고라면서 ?,1,0.81713665,1.0
321,꼴값들하고 개나소나 승무원 좋아하네,1,0.9913334,1.0
322,꼴값을 하는구나 생긴대로 좋은일 많이 하는사람 도와는 못할망정,1,0.83766824,1.0
323,꼴까지않은게 졸 나대네,1,0.908033,1.0
324,꼴깝을 떨고있네.ㅋ,1,0.83921653,1.0
325,꼴에 여자 가리는 거야미나가 과분해서 안 어울렸지만핑계를 대도 바빠서 ㆍ 찌질하기는 ~~수준에 맞는 여자 있으려나가식적인 넘,1,0.9901979,1.0
326,꽃뱀 천지로구나. 정권이 바껴야 좀 잠잠해질라나???,1,0.79574156,1.0
327,꽃뱀들 본보기로 처형해라,1,0.88502914,1.0
328,나 같으면 입 찢어버렸다!,1,0.5905662,1.0
